Run Directory,Fitness,Model,ofv,success,covar,correlation #,ntheta,nomega,nsigm,condition,RPenalty,PythonPenalty,NMTran messages
/home/vnazarov/projects/Darwin_runs/Example1/0/1,5973.472028,000000,5573.472028438226,True,False,False,6,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/3,5964.744813,100000,5574.744812975464,True,False,False,5,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/2,5983.471651,010000,5573.471651302249,True,False,False,7,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/4,5974.743013,110000,5574.743012626923,True,False,False,6,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/5,5989.205710,001000,5599.205709881362,True,False,False,5,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/6,5999.191982,011000,5599.191981885996,True,False,False,6,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/7,5979.749744,101000,5599.749744166083,True,False,False,4,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/8,5989.744901,111000,5599.74490072869,True,False,False,5,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/9,5673.451399,000100,5583.451398800698,True,True,True,6,2,1,73.24147872064492,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/10,5683.432579,010100,5583.432578566213,True,True,True,7,2,1,83.64324527154172,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/11,5669.313713,100100,5589.313712579961,True,True,True,5,2,1,70.54519584281591,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/12,5679.313400,110100,5589.31339986913,True,True,True,6,2,1,81.34103474595673,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/13,5669.995082,001100,5589.995081901302,True,True,True,5,2,1,66.1858939879042,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/14,5679.981609,011100,5589.981608714417,True,True,True,6,2,1,73.32886224015843,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/15,5666.872765,101100,5596.872764890367,True,True,True,4,2,1,67.62084667414949,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/16,5676.872591,111100,5596.8725909886125,True,True,True,5,2,1,76.7585908734823,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/17,5739.872187,000010,5649.8721867444,True,True,True,5,3,1,25.860322140080758,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/19,6053.195954,100010,5673.195954487777,True,False,False,4,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/18,6070.225979,010010,5670.225979231212,True,False,False,6,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/20,6063.093457,110010,5673.093456742773,True,False,False,5,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/21,6072.632004,001010,5692.632003615053,True,False,False,4,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/22,6082.449975,011010,5692.449974848119,True,False,False,5,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/23,6062.719046,101010,5692.719045771536,True,False,False,3,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/24,6072.533633,111010,5692.533633084252,True,False,False,4,3,1,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/25,5739.283750,000110,5659.283749640404,True,True,True,5,2,1,18.90452745921088,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/26,5749.244719,010110,5659.24471941667,True,True,True,6,2,1,22.00792280294281,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/27,5734.664617,100110,5664.664616555873,True,True,True,4,2,1,20.23587663802133,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/28,5744.657028,110110,5664.657028264965,True,True,True,5,2,1,24.38396144096474,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/29,5736.422779,001110,5666.422778991073,True,True,True,4,2,1,16.963930225876204,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/30,5746.395468,011110,5666.395467595691,True,True,True,5,2,1,19.530899993171438,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/31,5733.129804,101110,5673.129803804415,True,True,True,3,2,1,18.692469172556233,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/32,5743.128050,111110,5673.12804960412,True,True,True,4,2,1,21.915919102076344,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/33,4836.138450,000001,4726.138450427542,True,True,True,6,3,2,59.85747259722648,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/35,4834.624586,100001,4734.624585919121,True,True,True,5,3,2,57.15101337248788,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/34,4845.818718,010001,4725.818717598152,True,True,True,7,3,2,61.26327491745042,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/36,5144.246457,110001,4734.246456827152,True,False,False,6,3,2,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/37,4832.578000,001001,4732.577999808505,True,True,True,5,3,2,53.794909003012705,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/39,5128.765369,101001,4738.765369383469,True,False,False,4,3,2,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/38,4842.313608,011001,4732.313607976377,True,True,True,6,3,2,55.90991392378959,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/40,4838.349067,111001,4738.349066986241,True,True,True,5,3,2,60.18424431038717,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/41,4826.178798,000101,4726.1787984482135,True,True,True,6,2,2,57.67033209309471,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/42,4835.883968,010101,4725.883968018967,True,True,True,7,2,2,59.99477022582774,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/43,4824.659081,100101,4734.659081012807,True,True,True,5,2,2,54.08632123234124,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/44,4834.247150,110101,4734.247150150885,True,True,True,6,2,2,58.98777477515112,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/45,4822.599672,001101,4732.599671947498,True,True,True,5,2,2,51.91669020517445,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/46,4832.352723,011101,4732.352723222391,True,True,True,6,2,2,54.1782754195523,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/47,4818.765529,101101,4738.765529481181,True,True,True,4,2,2,50.96192398338847,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/48,4828.400607,111101,4738.400606808665,True,True,True,5,2,2,55.97102045283315,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/49,5185.430742,000011,4785.430742308561,True,False,False,5,3,2,99999999,0,0,No important warnings
/home/vnazarov/projects/Darwin_runs/Example1/0/50,5194.924459,010011,4784.924459023106,True,False,False,6,3,2,99999999,0,0,No important warnings
