[08:49:39] Using darwin.MemoryModelCache
[08:49:39] Algorithm is EXHAUSTIVE
[08:49:39] Project dir: /home/jcraig/Example1
[08:49:39] Data dir: /home/jcraig/Example1
[08:49:39] Project working dir: /home/jcraig/pydarwin/Example1
[08:49:39] Project temp dir: /home/jcraig/pydarwin/Example1/temp
[08:49:39] Project output dir: /home/jcraig/pydarwin/Example1/output
[08:49:39] Writing intermediate output to /home/jcraig/pydarwin/Example1/output/results.csv
[08:49:39] Models will be saved in /home/jcraig/pydarwin/Example1/models.json
[08:49:39] Template file found at template.txt
[08:49:39] Tokens file found at tokens.json
[08:49:39] Search start time = Fri Mar 10 08:49:39 2023
[08:49:39] Total of 64 to be run in exhaustive search
[08:50:23] Iteration = 0, Model    14,           Done,    fitness = 5679.982,    message = No important warnings
[08:50:33] Iteration = 0, Model    12,           Done,    fitness = 5679.313,    message = No important warnings
[08:50:43] Iteration = 0, Model    16,           Done,    fitness = 5676.873,    message = No important warnings
[08:50:53] Iteration = 0, Model    15,           Done,    fitness = 5666.873,    message = No important warnings
[08:51:03] Iteration = 0, Model     8,           Done,    fitness = 5989.745,    message = No important warnings
[08:51:12] Iteration = 0, Model    18,           Done,    fitness = 6070.226,    message = No important warnings
[08:51:21] Iteration = 0, Model    13,           Done,    fitness = 5669.995,    message = No important warnings
[08:51:31] Iteration = 0, Model    10,           Done,    fitness = 5683.433,    message = No important warnings
[08:51:40] Iteration = 0, Model     4,           Done,    fitness = 5974.743,    message = No important warnings
[08:51:48] Iteration = 0, Model     9,           Done,    fitness = 5673.451,    message = No important warnings
[08:51:52] Iteration = 0, Model     5,           Done,    fitness = 5989.206,    message = No important warnings
[08:51:52] Iteration = 0, Model    20,           Done,    fitness = 6063.093,    message = No important warnings
[08:51:52] Iteration = 0, Model    21,           Done,    fitness = 6072.632,    message = No important warnings
[08:51:53] Iteration = 0, Model     3,           Done,    fitness = 5964.745,    message = No important warnings
[08:51:53] Iteration = 0, Model    11,           Done,    fitness = 5669.314,    message = No important warnings
[08:51:54] Iteration = 0, Model     6,           Done,    fitness = 5999.192,    message = No important warnings
[08:51:54] Iteration = 0, Model     7,           Done,    fitness = 5979.750,    message = No important warnings
[08:51:54] Iteration = 0, Model     2,           Done,    fitness = 5983.472,    message = No important warnings
[08:51:55] Iteration = 0, Model    17,           Done,    fitness = 5739.872,    message = No important warnings
[08:51:55] Iteration = 0, Model     1,           Done,    fitness = 5973.472,    message = No important warnings
[08:51:55] Iteration = 0, Model    32,           Done,    fitness = 5743.128,    message = No important warnings
[08:51:56] Iteration = 0, Model    26,           Done,    fitness = 5749.245,    message = No important warnings
[08:51:56] Iteration = 0, Model    30,           Done,    fitness = 5746.395,    message = No important warnings
[08:51:56] Iteration = 0, Model    29,           Done,    fitness = 5736.423,    message = No important warnings
[08:51:56] Iteration = 0, Model    27,           Done,    fitness = 5734.665,    message = No important warnings
[08:51:57] Iteration = 0, Model    31,           Done,    fitness = 5733.130,    message = No important warnings
[08:51:57] Iteration = 0, Model    19,           Done,    fitness = 6053.196,    message = No important warnings
[08:51:57] Iteration = 0, Model    22,           Done,    fitness = 6082.450,    message = No important warnings
[08:51:58] Iteration = 0, Model    28,           Done,    fitness = 5744.657,    message = No important warnings
[08:51:58] Iteration = 0, Model    25,           Done,    fitness = 5739.284,    message = No important warnings
[08:51:58] Iteration = 0, Model    23,           Done,    fitness = 6062.719,    message = No important warnings
[08:51:59] Iteration = 0, Model    24,           Done,    fitness = 6072.534,    message = No important warnings
[08:51:59] Iteration = 0, Model    35,           Done,    fitness = 4834.625,    message = No important warnings
[08:51:59] Iteration = 0, Model    36,           Done,    fitness = 5144.246,    message = No important warnings
[08:52:00] Iteration = 0, Model    33,           Done,    fitness = 4836.138,    message = No important warnings
[08:52:00] Iteration = 0, Model    37,           Done,    fitness = 4832.578,    message = No important warnings
[08:52:01] Iteration = 0, Model    34,           Done,    fitness = 4845.819,    message = No important warnings
[08:52:01] Iteration = 0, Model    40,           Done,    fitness = 4838.349,    message = No important warnings
[08:52:02] Iteration = 0, Model    39,           Done,    fitness = 5128.765,    message = No important warnings
[08:52:02] Iteration = 0, Model    38,           Done,    fitness = 4842.314,    message = No important warnings
[08:52:10] Iteration = 0, Model    41,           Done,    fitness = 4826.179,    message = No important warnings
[08:52:18] Iteration = 0, Model    43,           Done,    fitness = 4824.659,    message = No important warnings
[08:52:25] Iteration = 0, Model    46,           Done,    fitness = 4832.353,    message = No important warnings
[08:52:31] Iteration = 0, Model    44,           Done,    fitness = 4834.247,    message = No important warnings
[08:52:38] Iteration = 0, Model    47,           Done,    fitness = 4818.766,    message = No important warnings
[08:52:45] Iteration = 0, Model    45,           Done,    fitness = 4822.600,    message = No important warnings
[08:52:46] Iteration = 0, Model    48,           Done,    fitness = 4828.401,    message = No important warnings
[08:52:46] Iteration = 0, Model    52,           Done,    fitness = 5193.004,    message = No important warnings
