iteration,model number,run directory,ref run,status,fitness,model,ofv,success,covariance,correlation,ntheta,nomega,nsigm,total number of parameters, condition num,r penalty,python penalty,translation messages,runtime errors
04,151,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\151,,Done,8527.627811,11101000011110100110,8397.627801250688,True,True,True,8,4,1, 13,2.3598587280484065,0,0,,
04,152,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\152,,Done,8268.517113,00101001001011110101,8088.517113248471,True,True,True,10,6,2, 18,6.6484535656554655,0,0,,
04,153,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\153,,Done,8291.013251,01101110100101110101,8111.0132514846455,True,True,True,11,5,2, 18,9.039253128610975,0,0,,
04,154,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\154,,Done,9846.534883,20000001001101000001,9736.534803166956,True,True,True,5,4,2, 11,7.987269034472605,0,0,,
04,155,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\155,,Done,8414.218163,11100111001010100010,8284.218143214091,True,True,True,7,5,1, 13,4.270137051793842,0,0,,
04,156,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\156,,Done,99999999.000000,00111011111100110100,99999999,False,False,False,10,5,1, 16,99999999,0,0,,K21 OR K31 IS TOO CLOSE TO AN EIGENVALUE 
04,157,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\157,,Done,9910.867695,21111000000100001110,9800.867664723402,True,True,True,8,2,1, 11,8.02388340859311,0,0,,
04,158,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\158,,Done,8778.954915,11010011000010001010,8638.954884570112,True,True,True,10,3,1, 14,4.6184069698965216,0,0,,
04,159,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\159,,Done,8735.673470,10011101100010100010,8585.673440268161,True,True,True,9,5,1, 15,5.471825375162006,0,0,,
04,160,C:\Users\xli267\pydarwin\MOGA_test1\temp\04\160,,Done,8302.415960,01101001000110110010,8132.415960006684,True,True,True,11,5,1, 17,2.800880606695665,0,0,,
05,161,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\161,,Done,8423.448760,10001100000001110100,8273.448730111186,True,True,True,8,6,1, 15,6.86149158289674,0,0,,
05,162,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\162,,Done,8518.539345,11000110001010110110,8398.539315212776,True,True,True,7,4,1, 12,5.464317878351865,0,0,,
05,163,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\163,,Done,8301.328619,00101001001011110100,8131.3286190069375,True,True,True,10,6,1, 17,5.7725286554771715,0,0,,
05,164,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\164,,Done,8894.739289,11011101001000111110,8794.739258627213,True,True,True,7,2,1, 10,7.021754002769494,0,0,,
05,165,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\165,,Done,9822.213585,21101101011111110001,9742.213554702264,True,True,True,2,4,2, 8,5.040915216036027,0,0,,
05,166,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\166,,Done,8561.511979,00011000011111101011,8191.511978745142,True,True,False,10,5,2, 17,1683159.3972542773,0,0,,
05,167,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\167,,Done,8332.304362,00001101001011101111,8162.304361845269,True,True,True,10,5,2, 17,6.802319456128945,0,0,,
05,168,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\168,,Done,9884.945355,21101111011111000010,9804.945335217108,True,True,True,4,3,1, 8,2.4304833964470243,0,0,,
05,169,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\169,,Done,9892.165957,20101101101101000010,9802.165897172481,True,True,True,5,3,1, 9,7.2838056235782975,0,0,,
05,170,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\170,,Done,8467.270475,01011101001010001111,8297.270475237285,True,True,True,12,3,2, 17,5.303034408234568,0,0,,
05,171,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\171,,Done,8449.300963,11001100000100111010,8319.300932761647,True,True,True,8,4,1, 13,5.984703939843758,0,0,,
05,172,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\172,,Done,8780.768578,01111110001010000010,8610.76857839521,True,True,True,12,4,1, 17,18.64312778409446,0,0,,
05,173,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\173,,Done,9863.408145,21101001111111111110,9813.408104525717,True,True,True,2,2,1, 5,1.72352254337965,0,0,,
05,174,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\174,,Done,9856.398791,20000001000101000001,9736.39871102895,True,True,True,6,4,2, 12,8.098731808767955,0,0,,
05,175,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\175,,Done,9879.127049,21101101011110101110,9809.1270293966,True,True,True,4,2,1, 7,1.7340698593997588,0,0,,
05,176,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\176,,Done,8293.983131,01101000111101010101,8103.983131156231,True,True,True,12,5,2, 19,10.15119724966591,0,0,,
05,177,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\177,,Done,8284.470581,01101111000011010010,8124.470580556825,True,True,True,10,5,1, 16,4.621315747908743,0,0,,
05,178,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\178,,Done,8549.191147,11100000001001101100,8409.191117018618,True,True,True,9,4,1, 14,6.4379870673084465,0,0,,
05,179,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\179,,Done,9887.800653,21001001011100011010,9807.800602686475,True,True,True,5,2,1, 8,8.118400268474657,0,0,,
05,180,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\180,,Done,8777.608359,10110101100001101100,8637.608329023722,True,True,True,9,4,1, 14,5.05056567194284,0,0,,
05,181,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\181,,Done,9856.092206,21100111001110001111,9766.09217568101,True,True,True,5,2,2, 9,4.400643553500889,0,0,,
05,182,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\182,,Done,9885.132042,20000101001010101010,9805.131972355888,True,True,True,5,2,1, 8,4.551327887337708,0,0,,
05,183,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\183,,Done,9871.513243,20101011001111101110,9811.513202809057,True,True,True,3,2,1, 6,1.7353721669854882,0,0,,
05,184,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\184,,Done,9902.746021,21101001000100010100,9792.745980524673,True,True,True,6,4,1, 11,8.203539854302585,0,0,,
05,185,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\185,,Done,9899.829562,21111000100001110010,9799.829512104892,True,True,True,6,3,1, 10,6.693149644983201,0,0,,
05,186,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\186,,Done,9862.476509,20000001100100101001,9752.476419257478,True,True,True,6,3,2, 11,8.08410256236478,0,0,,
05,187,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\187,,Done,9843.678903,20000001011110101001,9753.678832887792,True,True,True,4,3,2, 9,6.177630160365567,0,0,,
05,188,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\188,,Done,8764.699200,11011011011101001010,8644.69918961764,True,True,True,8,3,1, 12,7.566894360057211,0,0,,
05,189,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\189,,Done,8440.821049,10101011010101100100,8290.821049442942,True,True,True,8,6,1, 15,4.95734462486795,0,0,,
05,190,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\190,,Done,8465.570555,00001101100001110011,8055.570554853897,True,True,False,12,7,2, 21,27684266775.022617,0,0,,
05,191,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\191,,Done,8335.580356,01100100000001000100,8125.580356430033,True,True,True,14,6,1, 21,10.417189953863403,0,0,,
05,192,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\192,,Done,9844.380116,20101011011100111001,9754.380076428235,True,True,True,4,3,2, 9,8.921661784364296,0,0,,
05,193,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\193,,Done,9871.190663,21111001011110111010,9811.19063267136,True,True,True,3,2,1, 6,1.722109229207988,0,0,,
05,194,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\194,,Done,8520.753469,00011000000011100101,8110.753468773425,True,True,False,13,6,2, 21,497095426.32314724,0,0,,
05,195,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\195,,Done,8283.528548,01101111000101110010,8133.528547623854,True,True,True,9,5,1, 15,4.625135678533257,0,0,,
05,196,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\196,,Done,9877.695825,21100001001011101110,9807.695774529768,True,True,True,4,2,1, 7,4.5483111899679844,0,0,,
05,197,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\197,,Done,9836.870279,21100011111100110111,9746.870239247868,True,True,True,4,3,2, 9,6.912086366760401,0,0,,
05,198,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\198,,Done,9833.014859,20101011111010110011,9743.014809048347,True,True,True,4,3,2, 9,4.717005652907336,0,0,,
05,199,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\199,,Done,8455.217095,11001011010110111010,8335.217084614618,True,True,True,7,4,1, 12,1.5944259997180392,0,0,,
05,200,C:\Users\xli267\pydarwin\MOGA_test1\temp\05\200,,Done,8280.772088,01101110010100110010,8120.772087552892,True,True,True,10,5,1, 16,6.492700685314997,0,0,,
06,201,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\201,,Done,8284.978541,01101101011110100101,8124.978541308286,True,True,True,9,5,2, 16,13.65331747449721,0,0,,
06,202,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\202,,Done,8828.059271,11111001010101010101,8688.059261437373,True,True,True,8,4,2, 14,8.60559223511018,0,0,,
06,203,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\203,,Done,8290.179136,01100000001001110111,8100.179135860968,True,True,True,12,5,2, 19,25.503247554648485,0,0,,
06,204,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\204,,Done,8307.538508,01101000111010010000,8107.5385077870615,True,True,True,13,6,1, 20,9.618950111880899,0,0,,
06,205,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\205,,Done,9886.897719,20001011001000111110,9806.89766865422,True,True,True,5,2,1, 8,6.4692411162549,0,0,,
06,206,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\206,,Done,8590.222122,00100111100001100011,8080.222121966556,False,True,False,12,7,2, 21,210993501.1241091,0,0,,
06,207,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\207,,Done,9833.797180,20101011111111101001,9753.797130073897,True,True,True,3,3,2, 8,6.16523314576301,0,0,,
06,208,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\208,,Done,8271.740968,01101111111111010010,8131.7409677624855,True,True,True,8,5,1, 14,2.826089259837318,0,0,,
06,209,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\209,,Done,8544.951736,11001101001011101110,8444.951705837439,True,True,True,6,3,1, 10,4.214750246045116,0,0,,
06,210,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\210,,Done,9871.513243,21101001111111101110,9811.513202809057,True,True,True,3,2,1, 6,1.7353721669854882,0,0,,
06,211,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\211,,Done,9860.635357,20001100100101000001,9730.635286729215,True,True,True,7,4,2, 13,8.082810555524938,0,0,,
06,212,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\212,,Done,8759.056828,10011101001010101010,8639.05679834959,True,True,True,7,4,1, 12,4.8267874495190695,0,0,,
06,213,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\213,,Done,8894.739279,11011111001000111110,8794.739258627213,True,True,True,7,2,1, 10,7.021754002769494,0,0,,
06,214,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\214,,Done,9883.146152,21111001011110100110,9803.146132441096,True,True,True,4,3,1, 8,1.897198814930063,0,0,,
06,215,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\215,,Done,8282.752044,01101010111111100000,8112.7520441407505,True,True,True,10,6,1, 17,8.241345506754609,0,0,,
06,216,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\216,,Done,8406.228427,00101001101111110000,8126.228426959497,True,True,False,10,7,1, 18,621.6012093033255,0,0,,
06,217,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\217,,Done,8276.587971,00101001010110110101,8096.587971188114,True,True,True,10,6,2, 18,6.285795167188637,0,0,,
06,218,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\218,,Done,8281.582130,01101111000111010010,8131.58212950374,True,True,True,9,5,1, 15,2.9826695049187193,0,0,,
06,219,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\219,,Done,9894.424513,21100000100101011110,9804.424453126205,True,True,True,6,2,1, 9,7.043472330479272,0,0,,
06,220,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\220,,Done,8315.523406,01101000101010010010,8115.523406199523,True,True,True,14,5,1, 20,9.551567379832138,0,0,,
06,221,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\221,,Done,9831.779304,21100111011110110101,9741.779284190701,True,True,True,3,4,2, 9,4.971362308198446,0,0,,
06,222,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\222,,Done,9822.213575,21101111011111110001,9742.213554702264,True,True,True,2,4,2, 8,5.040915216036027,0,0,,
06,223,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\223,,Done,8423.805449,10101100101101100100,8273.805428959447,True,True,True,8,6,1, 15,5.709097162200409,0,0,,
06,224,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\224,,Done,8289.993605,01101100000101110010,8119.993604874385,True,True,True,11,5,1, 17,5.0309632061394955,0,0,,
06,225,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\225,,Done,9872.366505,21101001001101111010,9812.366455086041,True,True,True,3,2,1, 6,4.4542697679558865,0,0,,
06,226,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\226,,Done,9879.415819,21101001000011111110,9809.415778747269,True,True,True,4,2,1, 7,4.665850594677706,0,0,,
06,227,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\227,,Done,8847.433467,11011111010110111010,8647.433457311161,False,True,True,6,3,1, 10,2.305979492782613,0,0,,
06,228,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\228,,Done,9863.408155,20101001001111111110,9813.408104525717,True,True,True,2,2,1, 5,1.72352254337965,0,0,,
06,229,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\229,,Done,8678.660358,00000001100001110011,8048.660357535384,False,False,False,13,8,2, 23,99999999,0,0,,
06,230,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\230,,Done,8449.300953,11001100010100111010,8319.300932761647,True,True,True,8,4,1, 13,5.984703939843758,0,0,,
06,231,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\231,,Done,8461.100029,10001111001010111110,8351.100009013331,True,True,True,6,4,1, 11,4.274339073900572,0,0,,
06,232,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\232,,Done,8448.095379,10101100000101111000,8308.095359146417,True,True,True,7,6,1, 14,5.218577174918297,0,0,,
06,233,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\233,,Done,9844.672015,20101011001010010001,9734.671964970898,True,True,True,5,4,2, 11,7.135547592903374,0,0,,
06,234,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\234,,Done,9893.859675,21101011001010001110,9803.859644638142,True,True,True,6,2,1, 9,4.705108936319376,0,0,,
06,235,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\235,,Done,9877.695815,21100101001011101110,9807.695774529768,True,True,True,4,2,1, 7,4.5483111899679844,0,0,,
06,236,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\236,,Done,8594.979542,01100000001000110101,8084.979541808392,True,False,False,13,6,2, 21,99999999,0,0,,
06,237,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\237,,Done,8286.396895,01101111000001110010,8126.396894900381,True,True,True,10,5,1, 16,4.787840471108406,0,0,,
06,238,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\238,,Done,9825.558074,21100101011111111001,9755.558033938734,True,True,True,2,3,2, 7,6.614027921650587,0,0,,
06,239,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\239,,Done,9892.843934,20101111011101000000,9792.843904368307,True,True,True,5,4,1, 10,7.3569561204043366,0,0,,
06,240,C:\Users\xli267\pydarwin\MOGA_test1\temp\06\240,,Done,8305.886835,01000011100010010010,8095.886834766178,True,True,True,13,7,1, 21,21.602277931469246,0,0,,
07,241,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\241,,Done,8541.832862,00100111100001101011,8141.832862154606,True,True,False,12,6,2, 20,64032.54602009341,0,0,,
07,242,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\242,,Done,9880.027598,21101001001101101010,9810.0275477544,True,True,True,4,2,1, 7,4.599145210712513,0,0,,
07,243,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\243,,Done,99999999.000000,01111101111111010010,99999999,False,False,False,9,4,1, 14,99999999,0,0,,K21 OR K31 IS TOO CLOSE TO AN EIGENVALUE 
07,244,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\244,,Done,9892.251473,21101001000001110010,9802.251422689562,True,True,True,5,3,1, 9,5.132347680937067,0,0,,
07,245,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\245,,Done,9869.557870,20100001101011111110,9809.55780040369,True,True,True,3,2,1, 6,4.534844185620129,0,0,,
07,246,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\246,,Done,9850.743409,20101011010110100001,9740.743369251859,True,True,True,5,4,2, 11,5.027909676054922,0,0,,
07,247,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\247,,Done,8888.719140,11011111011100111110,8798.719129537967,True,True,True,6,2,1, 9,6.885440180568936,0,0,,
07,248,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\248,,Done,8418.370287,11100101111111000010,8288.37026735954,True,True,True,7,5,1, 13,2.432620157880097,0,0,,
07,249,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\249,,Done,8546.046377,11001111001010111110,8446.046357396475,True,True,True,6,3,1, 10,4.439535794749784,0,0,,
07,250,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\250,,Done,9863.408155,21101001001111111010,9813.408104525717,True,True,True,2,2,1, 5,1.72352254337965,0,0,,
07,251,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\251,,Done,8709.508974,11111001011111100010,8599.508963764078,True,True,True,6,4,1, 11,2.219197336804515,0,0,,
07,252,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\252,,Done,8275.817909,01100111000111010101,8105.817908619597,True,True,True,9,6,2, 17,9.193593459807268,0,0,,
07,253,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\253,,Done,9885.132002,21100111001010101110,9805.131972355888,True,True,True,5,2,1, 8,4.551327887337708,0,0,,
07,254,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\254,,Done,9895.668799,20101000100001111110,9805.668738804294,True,True,True,6,2,1, 9,6.769434152245566,0,0,,
07,255,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\255,,Done,8266.890695,00000011100001110001,8036.8906948050335,True,True,True,12,9,2, 23,13.07552146023852,0,0,,
07,256,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\256,,Done,8355.797855,00001101100011110011,8055.7978549883865,True,True,False,11,7,2, 20,474.60126164687017,0,0,,
07,257,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\257,,Done,8554.271336,11101001001011101110,8444.27131580287,True,True,True,7,3,1, 11,4.5146214350489435,0,0,,
07,258,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\258,,Done,8408.422609,01011101001110111000,8258.422609336736,True,True,True,9,5,1, 15,14.448932098383544,0,0,,
07,259,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\259,,Done,8276.729134,01101111000011110010,8126.7291340508655,True,True,True,9,5,1, 15,4.786852579506956,0,0,,
07,260,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\260,,Done,8437.262716,11101011001010101011,8297.26270594858,True,True,True,8,4,2, 14,4.825117769469495,0,0,,
07,261,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\261,,Done,8522.652886,00001100101101111011,8132.652885672318,True,True,False,11,6,2, 19,839383.5825012821,0,0,,
07,262,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\262,,Done,8269.907788,00001001000001110011,8059.907787845756,True,True,True,12,7,2, 21,19.82406843962421,0,0,,
07,263,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\263,,Done,8728.190943,11011111001111111010,8648.190923463728,True,True,True,4,3,1, 8,2.475539399783376,0,0,,
07,264,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\264,,Done,9832.548844,21110111001011111001,9752.548813692896,True,True,True,3,3,2, 8,7.662256470996074,0,0,,
07,265,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\265,,Done,8478.889588,10001111001000101110,8348.889568196582,True,True,True,8,4,1, 13,6.646144905349762,0,0,,
07,266,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\266,,Done,9869.557830,21101011001011111110,9809.55780040369,True,True,True,3,2,1, 6,4.534844185620129,0,0,,
07,267,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\267,,Done,8413.460778,11000001001011010010,8283.46073832125,True,True,True,7,5,1, 13,4.222602249709187,0,0,,
07,268,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\268,,Done,9863.408145,21101001001111111110,9813.408104525717,True,True,True,2,2,1, 5,1.72352254337965,0,0,,
07,269,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\269,,Done,99999999.000000,00110011100000111011,99999999,False,False,False,13,5,2, 20,99999999,0,0,,K21 OR K31 IS TOO CLOSE TO AN EIGENVALUE 
07,270,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\270,,Done,8315.969206,01101000100101010010,8115.969205905133,True,True,True,14,5,1, 20,7.306292410856359,0,0,,
07,271,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\271,,Done,8453.718855,11100001111111101010,8333.718835235994,True,True,True,7,4,1, 12,1.6600582938061703,0,0,,
07,272,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\272,,Done,8353.952286,00101101001111110011,8093.95228555929,True,True,False,8,6,2, 16,627.3054402476228,0,0,,
07,273,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\273,,Done,8508.743477,11100000001001110101,8358.743447054947,True,True,True,8,5,2, 15,8.21502774398572,0,0,,
07,274,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\274,,Done,8302.509654,01101111100001010010,8122.509654289164,True,True,True,12,5,1, 18,7.352068282135516,0,0,,
07,275,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\275,,Done,8442.755354,11001101001101101010,8332.755323861296,True,True,True,6,4,1, 11,4.350811482057916,0,0,,
07,276,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\276,,Done,8281.702416,01101111110111010010,8131.702415752515,True,True,True,9,5,1, 15,2.766806201243792,0,0,,
07,277,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\277,,Done,8376.766737,00101001010110110001,8086.766736773258,True,True,False,10,7,2, 19,955.9005269347368,0,0,,
07,278,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\278,,Done,8462.247348,00000100100101110011,8042.247348229434,True,True,False,12,8,2, 22,451783392.26567537,0,0,,
07,279,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\279,,Done,8243.590353,00001110110110110101,8053.590353177961,True,True,True,10,7,2, 19,12.127616831914198,0,0,,
07,280,C:\Users\xli267\pydarwin\MOGA_test1\temp\07\280,,Done,8475.640057,00101111000001100011,8085.640056768354,True,True,False,11,6,2, 19,2000.7261342253607,0,0,,
08,281,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\281,,Done,9881.184244,21101001000110111110,9811.184203787328,True,True,True,4,2,1, 7,1.7351082452003377,0,0,,
08,282,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\282,,Done,8461.415851,00001001101111110011,8071.4158514671435,True,True,False,10,7,2, 19,40206579.85155604,0,0,,
08,283,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\283,,Done,8554.599161,11101101011010101110,8444.599150855438,True,True,True,7,3,1, 11,4.395612725428087,0,0,,
08,284,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\284,,Done,8456.532608,00001100100111010011,8046.532608294255,True,True,False,12,7,2, 21,92351867.44631329,0,0,,
08,285,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\285,,Done,8404.910477,11100110111110110010,8274.91046722788,True,True,True,7,5,1, 13,1.8046092932009883,0,0,,
08,286,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\286,,Done,8847.433477,11011111000110111010,8647.433457311161,False,True,True,6,3,1, 10,2.305979492782613,0,0,,
08,287,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\287,,Done,9837.817659,21101011111111101111,9767.817629198671,True,True,True,3,2,2, 7,3.3248034845880365,0,0,,
08,288,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\288,,Done,8442.093097,00101001001111101001,8162.093096636331,True,True,False,10,6,2, 18,457.60531751973394,0,0,,
08,289,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\289,,Done,8245.934390,00000111001010110001,8045.934389874637,True,True,True,9,9,2, 20,18.34600595225278,0,0,,
08,290,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\290,,Done,9885.880487,20111011111001101110,9805.880457448897,True,True,True,5,2,1, 8,5.172833900819855,0,0,,
08,291,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\291,,Done,8255.376846,01101111000111010001,8085.376845899625,True,True,True,9,6,2, 17,4.358777608765492,0,0,,
08,292,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\292,,Done,8339.158560,00101111001110111111,8199.158559964126,True,True,True,8,4,2, 14,3.497515018839088,0,0,,
08,293,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\293,,Done,9881.184244,21111101100110111010,9811.184203787328,True,True,True,4,2,1, 7,1.7351082452003377,0,0,,
08,294,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\294,,Done,9822.213595,21100101011111110001,9742.213554702264,True,True,True,2,4,2, 8,5.040915216036027,0,0,,
08,295,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\295,,Done,9851.996794,21101111000001100111,9741.996773958772,True,True,True,6,3,2, 11,4.914494788232185,0,0,,
08,296,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\296,,Done,9888.733327,21101001001010010010,9798.733277309804,True,True,True,5,3,1, 9,4.563658965648553,0,0,,
08,297,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\297,,Done,9882.412229,21101001001001110110,9802.412188806366,True,True,True,4,3,1, 8,5.07624083761306,0,0,,
08,298,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\298,,Done,8363.871689,11101101011111110011,8253.8716787939,True,True,True,4,5,2, 11,3.4238991458777415,0,0,,
08,299,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\299,,Done,9872.366495,21101001111101111110,9812.366455086041,True,True,True,3,2,1, 6,4.4542697679558865,0,0,,
08,300,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\300,,Done,9842.812779,21100101010011011001,9742.812738690416,True,True,True,5,3,2, 10,7.111468626766383,0,0,,
08,301,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\301,,Done,9822.213585,21101111001111110001,9742.213554702264,True,True,True,2,4,2, 8,5.040915216036027,0,0,,
08,302,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\302,,Done,8273.848150,01101111000111110010,8133.848149995597,True,True,True,8,5,1, 14,2.916857485547973,0,0,,
08,303,C:\Users\xli267\pydarwin\MOGA_test1\temp\08\303,,Done,8246.176574,00001011001011100101,8056.176574382535,True,True,True,10,7,2, 19,25.94415273406586,0,0,,
